as_of,value,status
2026-07-25,2.28349e+12,ok
2026-07-27,2.27302e+12,ok
2026-07-28,2.26937e+12,ok
2026-07-29,2.268e+12,ok
2026-07-30,2.29867e+12,ok
2026-07-31,2.24326e+12,ok
2026-08-01,2.24752e+12,ok
2026-08-03,2.25993e+12,ok
2026-08-04,2.27569e+12,ok
2026-08-05,2.29015e+12,ok
2026-08-07,2.29318e+12,ok
2026-08-10,2.27241e+12,ok
2026-08-11,2.26998e+12,ok
2026-08-12,2.26228e+12,ok
