as_of,value,status
2001-03-01,1742.16,ok
2001-04-01,1665.97,ok
2001-05-01,1684.85,ok
2001-06-01,1610.47,ok
2001-07-01,1526.77,ok
2001-08-01,1466.41,ok
2001-09-01,1427.7,ok
2001-10-01,1377.38,ok
2001-11-01,1434.29,ok
2001-12-01,1472.85,ok
2002-01-01,1508.23,ok
2002-02-01,1561.37,ok
2002-03-01,1607.39,ok
2002-04-01,1588.57,ok
2002-05-01,1597.02,ok
2002-06-01,1650.59,ok
2002-07-01,1588.28,ok
2002-08-01,1482.92,ok
2002-09-01,1478.93,ok
2002-10-01,1486.17,ok
2002-11-01,1581.04,ok
2002-12-01,1592.96,ok
2003-01-01,1650.31,ok
2003-02-01,1682.14,ok
2003-03-01,1655.69,ok
2003-04-01,1587.87,ok
2003-05-01,1651.1,ok
2003-06-01,1685.11,ok
2003-07-01,1712.83,ok
2003-08-01,1756.72,ok
2003-09-01,1789.67,ok
2003-10-01,1925.58,ok
2003-11-01,2053.28,ok
2003-12-01,2202.04,ok
2004-01-01,2421.48,ok
2004-02-01,2751.72,ok
2004-03-01,3000.28,ok
2004-04-01,2926.97,ok
2004-05-01,2728.46,ok
2004-06-01,2689.05,ok
2004-07-01,2816.8,ok
2004-08-01,2844.2,ok
2004-09-01,2903.17,ok
2004-10-01,3009.4,ok
2004-11-01,3130.31,ok
2004-12-01,3139.79,ok
2005-01-01,3168.1,ok
2005-02-01,3247.1,ok
2005-03-01,3378.9,ok
2005-04-01,3389.81,ok
2005-05-01,3241.9,ok
2005-06-01,3529.73,ok
2005-07-01,3608.48,ok
2005-08-01,3791.91,ok
2005-09-01,3850.66,ok
2005-10-01,4056.17,ok
2005-11-01,4278.16,ok
2005-12-01,4577.02,ok
2006-01-01,4743.86,ok
2006-02-01,4974.98,ok
2006-03-01,5123.67,ok
2006-04-01,6404.44,ok
2006-05-01,8059.19,ok
2006-06-01,7222.77,ok
2006-07-01,7726.74,ok
2006-08-01,7690.25,ok
2006-09-01,7622.64,ok
2006-10-01,7497.41,ok
2006-11-01,7029.3,ok
2006-12-01,6680.97,ok
2007-01-01,5689.34,ok
2007-02-01,5718.15,ok
2007-03-01,6465.3,ok
2007-04-01,7753.34,ok
2007-05-01,7677.95,ok
2007-06-01,7514.24,ok
2007-07-01,7980.93,ok
2007-08-01,7500.2,ok
2007-09-01,7671.35,ok
2007-10-01,8020.59,ok
2007-11-01,6957.43,ok
2007-12-01,6630.74,ok
2008-01-01,7078.91,ok
2008-02-01,7941.14,ok
2008-03-01,8434.32,ok
2008-04-01,8714.18,ok
2008-05-01,8356.12,ok
2008-06-01,8292,ok
2008-07-01,8407.02,ok
2008-08-01,7633.8,ok
2008-09-01,6975.11,ok
2008-10-01,4894.89,ok
2008-11-01,3729.19,ok
2008-12-01,3105.1,ok
2009-01-01,3260.36,ok
2009-02-01,3328.41,ok
2009-03-01,3770.88,ok
2009-04-01,4436.93,ok
2009-05-01,4591.46,ok
2009-06-01,5015.43,ok
2009-07-01,5228.41,ok
2009-08-01,6176.88,ok
2009-09-01,6195.75,ok
2009-10-01,6305.99,ok
2009-11-01,6682.44,ok
2009-12-01,6976.98,ok
2010-01-01,7367.38,ok
2010-02-01,6867.68,ok
2010-03-01,7466.93,ok
2010-04-01,7729.84,ok
2010-05-01,6843.16,ok
2010-06-01,6501.5,ok
2010-07-01,6750.57,ok
2010-08-01,7302.67,ok
2010-09-01,7729.59,ok
2010-10-01,8289.76,ok
2010-11-01,8458.42,ok
2010-12-01,9152.86,ok
2011-01-01,9533.2,ok
2011-02-01,9880.94,ok
2011-03-01,9503.36,ok
2011-04-01,9482.75,ok
2011-05-01,8931.67,ok
2011-06-01,9066.85,ok
2011-07-01,9650.46,ok
2011-08-01,8997.99,ok
2011-09-01,8300.14,ok
2011-10-01,7394.19,ok
2011-11-01,7581.02,ok
2011-12-01,7558.88,ok
2012-01-01,8061.92,ok
2012-02-01,8441.49,ok
2012-03-01,8470.78,ok
2012-04-01,8285.53,ok
2012-05-01,7896.91,ok
2012-06-01,7428.29,ok
2012-07-01,7584.26,ok
